#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type
Fe,2,232.87482200,1.24000000E+08,C+,7.69514470,13.01758190,8,8,
Fe,2,232.93381500,9.70000000E+07,C+,7.55767760,12.87876700,8,10,
Fe,2,232.93619000,1.31000000E+08,C+,6.22559822,11.54663340,6,8,
Fe,2,232.95209700,6.40000000E+07,C+,7.54289610,12.86356790,14,12,
Fe,2,232.97029100,2.30000000E+07,D+,7.69732560,13.01758190,10,8,
Fe,2,232.98851900,4.50000000E+06,D+,7.57461700,12.89445710,6,8,
Fe,2,232.99921300,2.70000000E+08,B+,7.70662540,13.02622140,10,12,
Fe,2,233.01085900,7.00000000E+05,D,3.42449356,8.74382370,6,8,
Fe,2,233.03285600,7.00000000E+06,D,5.61522263,10.93405070,4,2,
Fe,2,233.05420200,2.10000000E+06,D+,5.20337749,10.52171840,12,12,
Fe,2,233.06713600,3.80000000E+07,D+,7.57461700,12.89266280,6,8,
Fe,2,233.09049400,1.00000000E+07,D+,7.72699840,13.04451130,8,10,
Fe,2,233.10554600,1.77000000E+08,C+,7.58248020,12.89964980,8,6,
Fe,2,233.11124300,2.51000000E+08,B+,7.56172730,12.87876700,10,10,
Fe,2,233.13080900,3.17000000E+07,B+,0.23217279,5.54876624,10,8,
Fe,2,233.15447900,5.60000000E+07,D+,7.60429220,12.92034600,4,6,
Fe,2,233.19744400,4.20000000E+08,B+,7.54289610,12.85797050,14,16,
Fe,2,233.20762800,3.50000000E+07,D+,7.58248020,12.89732250,8,6,
Fe,2,233.22410400,2.44000000E+08,B+,7.54910100,12.86356790,12,12,
Fe,2,233.24905000,1.10000000E+07,D+,7.94005850,13.25395710,8,8,
Fe,2,233.26457900,2.10000000E+07,D+,7.60429220,12.91783700,4,4,
Fe,2,233.27987400,1.31000000E+08,C+,0.04770753,5.36090398,8,6,
Fe,2,233.29139600,5.00000000E+06,D,6.13807600,11.45101010,4,4,
Fe,2,233.29509300,5.10000000E+06,D+,7.69514470,13.00799460,8,10,
Fe,2,233.32320300,4.70000000E+07,D+,7.91965500,13.23186480,12,10,
Fe,2,233.34658000,4.40000000E+07,D+,8.14527250,13.45695020,10,8,
Fe,2,233.37081400,1.52000000E+08,C+,5.28894824,10.60007440,8,6,
Fe,2,233.37827000,1.01000000E+08,C+,7.70662540,13.01758190,10,8,
Fe,2,233.39090700,1.30000000E+07,D+,7.69732560,13.00799460,10,10,
Fe,2,233.39519000,4.30000000E+07,D+,7.72699840,13.03756990,8,10,
Fe,2,233.40704800,7.50000000E+06,D+,7.80419090,13.11449270,8,8,
Fe,2,233.41228600,2.74000000E+08,B+,7.58248020,12.89266280,8,8,
Fe,2,233.41906100,6.60000000E+06,D+,7.77255380,13.08258230,6,4,
Fe,2,233.41926300,2.80000000E+06,D+,7.57461700,12.88464090,6,8,
Fe,2,233.42777700,2.90000000E+06,D+,7.58248020,12.89231040,8,8,
Fe,2,233.43208300,4.10000000E+07,D+,7.94005850,13.24979080,8,6,
Fe,2,233.43628600,1.00000000E+07,D+,7.56172730,12.87136400,10,8,
Fe,2,233.44787100,3.70000000E+07,D+,6.13807600,11.44744930,4,6,
Fe,2,233.47273400,3.30000000E+07,D+,7.92864110,13.23744890,10,8,
Fe,2,233.47527500,1.70000000E+07,D+,8.10405440,13.41280450,12,12,
Fe,2,233.49379600,1.70000000E+07,D+,7.55767760,12.86600670,8,10,
Fe,2,233.50250100,2.70000000E+07,D+,7.94582590,13.25395710,6,8,
Fe,2,233.51080800,1.80000000E+07,D+,8.13089180,13.43883410,12,10,
Fe,2,233.54416400,1.50000000E+07,D+,7.72699840,13.03418270,8,6,
Fe,2,233.56406000,2.70000000E+06,D+,7.53913680,12.84586900,10,10,
Fe,2,233.57018300,1.73000000E+08,C+,7.72699840,13.03359150,8,8,
Fe,2,233.62982300,5.30000000E+07,D+,7.48893480,12.79417340,6,8,
Fe,2,233.65292900,1.70000000E+07,D+,7.69732560,13.00203960,10,10,
Fe,2,233.68235300,2.65000000E+08,B+,7.54289610,12.84694220,14,14,
Fe,2,233.68593200,1.20000000E+07,D+,7.94582590,13.24979080,6,6,
Fe,2,233.69301200,4.10000000E+06,D+,8.17444660,13.47825080,8,8,
Fe,2,233.71859400,4.90000000E+06,D+,7.92864110,13.23186480,10,10,
Fe,2,233.72520700,1.00000000E+07,D+,7.60612880,12.90920250,16,16,
Fe,2,233.73782000,1.30000000E+07,D+,8.10405440,13.40684200,12,14,
Fe,2,233.74342800,4.10000000E+08,C+,7.56741090,12.87007120,2,2,
Fe,2,233.75238700,7.30000000E+07,D+,6.13807600,11.44053320,4,6,
Fe,2,233.76545700,5.30000000E+07,D+,7.58248020,12.88464090,8,8,
Fe,2,233.77607400,1.21000000E+08,C+,7.54289610,12.84481600,14,12,
Fe,2,233.79590500,5.20000000E+07,D+,7.94582590,13.24729610,6,4,
Fe,2,233.80065500,1.13000000E+08,B+,0.10695023,5.40831276,4,4,
Fe,2,233.81478800,1.50000000E+07,D+,7.94005850,13.24110060,8,6,
Fe,2,233.82018700,2.80000000E+06,D+,3.76769941,9.06861910,10,8,
Fe,2,233.85441300,5.60000000E+06,C,5.22157443,10.52171840,10,12,
Fe,2,233.88375200,5.00000000E+06,D+,7.72699840,13.02647750,8,8,
Fe,2,233.89193300,2.50000000E+07,D+,7.69514470,12.99443850,8,10,
Fe,2,233.94076500,1.20000000E+07,D+,2.27642922,7.57461700,4,6,
Fe,2,233.96594200,1.80000000E+06,D+,7.63584020,12.93345790,12,14,
Fe,2,233.97598000,1.00000000E+07,D+,7.94005850,13.23744890,8,8,
Fe,2,233.98823700,2.25000000E+08,B+,7.69732560,12.99443850,10,10,
Fe,2,234.00440200,8.00000000E+06,D+,7.57461700,12.87136400,6,8,
Fe,2,234.02657800,8.00000000E+05,D,7.60612880,12.90237400,16,14,
Fe,2,234.03555000,5.90000000E+07,D+,4.47910423,9.77514630,4,2,
Fe,2,234.04624600,1.60000000E+07,D+,2.69193206,7.98773220,8,6,
Fe,2,234.05949000,5.80000000E+07,D+,8.17444660,13.46994710,8,6,
Fe,2,234.06330400,1.10000000E+07,D+,7.70662540,13.00203960,10,10,
Fe,2,234.06580900,2.00000000E+07,D+,7.60429220,12.89964980,4,6,
Fe,2,234.06947000,4.30000000E+06,D+,7.94582590,13.24110060,6,6,
Fe,2,234.09431300,5.30000000E+06,D+,2.67577925,7.97049210,10,8,
Fe,2,234.10338100,6.00000000E+05,D,3.76769941,9.06220720,10,10,
Fe,2,234.10626500,7.00000000E+06,D+,7.70259320,12.99703580,4,6,
Fe,2,234.11147900,1.50000000E+06,D,7.70829900,13.00262360,8,8,
Fe,2,234.11746600,3.18000000E+08,B+,7.48893480,12.78312410,6,8,
Fe,2,234.14522600,2.70000000E+08,B+,8.14527250,13.43883410,10,10,
Fe,2,234.16482400,1.81000000E+08,B+,8.14527250,13.43839110,10,12,
Fe,2,234.17760500,3.90000000E+07,D+,7.77255380,13.06538350,6,6,
Fe,2,234.18023900,9.00000000E+07,D+,7.78981200,13.08258230,2,4,
Fe,2,234.18372300,5.90000000E+06,D+,7.70581060,12.99850210,6,4,
Fe,2,234.22401000,8.00000000E+06,D+,2.27642922,7.56821050,4,6,
Fe,2,234.23079900,1.37000000E+08,C+,7.62659410,12.91822200,10,10,
Fe,2,234.23101300,1.60000000E+07,D+,7.94582590,13.23744890,6,8,
Fe,2,234.27703800,3.10000000E+07,D+,7.72699840,13.01758190,8,8,
Fe,2,234.28880600,1.01000000E+08,C+,8.14527250,13.43559030,10,8,
Fe,2,234.33074400,4.50000000E+08,B+,7.62659410,12.91596520,10,12,
Fe,2,234.34948100,1.73000000E+08,A+,0.00000000,5.28894824,10,8,
Fe,2,234.38538200,4.20000000E+06,D+,8.30700700,13.59514520,6,6,
Fe,2,234.39607700,3.13000000E+07,B+,0.30129858,5.58919550,8,6,
Fe,2,234.39979300,2.00000000E+07,D+,7.70662540,12.99443850,10,10,
Fe,2,234.41545900,2.73000000E+08,B+,8.17444660,13.46190630,8,10,
Fe,2,234.42812800,9.27000000E+07,B+,0.12113874,5.40831276,2,4,
Fe,2,234.44630800,3.40000000E+07,D+,7.55767760,12.84444170,8,6,
Fe,2,234.44675800,8.00000000E+06,D+,7.98773220,13.27448610,6,4,
Fe,2,234.46028000,1.12000000E+08,C+,7.97049210,13.25694110,8,10,
Fe,2,234.49836900,3.20000000E+07,D+,7.78981200,13.07540250,2,4,
Fe,2,234.49842400,3.34000000E+08,B+,8.19266160,13.47825080,6,8,
Fe,2,234.51775200,4.50000000E+06,D+,3.76769941,9.05285300,10,8,
Fe,2,234.53369300,7.30000000E+07,C+,2.63486052,7.91965500,14,12,
Fe,2,234.53641000,5.80000000E+07,D+,8.03498120,13.31971440,2,4,
Fe,2,234.59271200,2.00000000E+07,D+,7.97049210,13.25395710,8,8,
Fe,2,234.59582900,4.20000000E+07,D+,7.70259320,12.98598800,4,6,
Fe,2,234.62687400,1.40000000E+07,D+,3.96737644,9.25007220,8,6,
Fe,2,234.62691000,1.30000000E+07,D+,5.23672772,10.51942270,8,6,
Fe,2,234.62952800,4.30000000E+07,C+,7.70662540,12.98926150,10,12,
Fe,2,234.63541000,3.20000000E+08,B+,8.17444660,13.45695020,8,8,
Fe,2,234.65107700,1.80000000E+07,D+,5.24885175,10.53100270,6,4,
Fe,2,234.66166200,3.59000000E+08,B+,8.13089180,13.41280450,12,12,
Fe,2,234.66811800,3.40000000E+08,B+,7.48893480,12.77070220,6,6,
Fe,2,234.68825000,3.10000000E+06,D,8.03840010,13.31971440,4,4,
Fe,2,234.69244900,5.80000000E+06,D+,5.22157443,10.50279430,10,8,
Fe,2,234.69576600,1.00000000E+07,D+,7.62659410,12.90773940,10,8,
Fe,2,234.70239000,1.30000000E+06,D,7.72699840,13.00799460,8,10,
Fe,2,234.71328500,3.70000000E+07,C+,7.62845140,12.90920250,14,16,
Fe,2,234.74111900,5.60000000E+07,C+,7.63584020,12.91596520,12,12,
Fe,2,234.74669300,3.00000000E+07,D+,8.24042900,13.52042860,12,14,
Fe,2,234.77786000,2.80000000E+07,D+,7.97049210,13.24979080,8,6,
Fe,2,234.78325900,3.60000000E+06,D+,7.80419090,13.08336830,8,10,
Fe,2,234.81156100,6.50000000E+07,B+,0.23217279,5.51071390,10,8,
Fe,2,234.81462900,8.50000000E+07,C+,8.03840010,13.31687220,4,6,
Fe,2,234.83021500,1.15000000E+08,C+,0.08278213,5.36090398,6,6,
Fe,2,234.86743400,5.40000000E+07,D+,8.19266160,13.46994710,6,6,
Fe,2,234.89194900,2.10000000E+06,D,5.20337749,10.48011230,12,10,
Fe,2,234.92688300,3.30000000E+08,B+,8.13089180,13.40684200,12,14,
Fe,2,234.94135500,1.10000000E+06,D,7.72699840,13.00262360,8,8,
Fe,2,234.95154900,1.00000000E+07,D+,7.77255380,13.04795010,6,6,
Fe,2,234.97678300,1.80000000E+06,D,7.77255380,13.04738360,6,6,
Fe,2,235.00163100,9.60000000E+07,C+,7.51659730,12.79086950,12,10,
Fe,2,235.01781200,1.93000000E+08,C+,5.25709365,10.53100270,4,4,
Fe,2,235.02466500,3.19000000E+08,B+,8.19266160,13.46641690,6,6,
Fe,1,235.04104500,1.61000000E+05,D,0.00000000,5.27338780,9,7,
Fe,2,235.05175100,1.52000000E+08,B+,7.60612880,12.87927640,16,16,
Fe,2,235.12007100,7.20000000E+07,C+,2.65702556,7.92864110,12,10,
Fe,2,235.16667300,1.80000000E+08,C+,5.24885175,10.51942270,6,6,
Fe,2,235.18020000,4.80000000E+07,D+,6.22249688,11.49276460,8,6,
Fe,2,235.19048500,1.70000000E+06,D,7.72699840,12.99703580,8,6,
Fe,2,235.19567500,7.40000000E+07,D+,6.21691620,11.48683730,6,4,
Fe,2,235.19997500,8.10000000E+07,C+,7.57461700,12.84444170,6,6,
Fe,2,235.20166300,1.60000000E+07,D+,7.69514470,12.96493170,8,6,
Fe,2,235.20809400,1.40000000E+07,D+,7.84484980,13.11449270,6,8,
Fe,2,235.23091000,4.40000000E+08,B+,5.26187092,10.53100270,2,4,
Fe,2,235.26651900,1.20000000E+07,D+,8.37095780,13.63929210,12,10,
Fe,2,235.27616800,1.90000000E+06,D,5.36090398,10.62902230,6,4,
Fe,2,235.30235500,5.40000000E+07,C+,8.14527250,13.41280450,10,12,
Fe,2,235.34696300,5.00000000E+08,B+,7.63584020,12.90237400,12,14,
Fe,2,235.36076600,1.12000000E+08,C+,7.98773220,13.25395710,6,8,
Fe,2,235.36784000,1.30000000E+08,C+,5.23672772,10.50279430,8,8,
Fe,2,235.37565200,1.10000000E+06,D,7.72336960,12.98926150,14,12,
Fe,2,235.38069600,6.90000000E+07,D+,7.60429220,12.87007120,4,2,
Fe,2,235.43735400,1.01000000E+08,C+,7.62659410,12.89110600,10,12,
Fe,2,235.44291600,2.00000000E+07,D+,8.17444660,13.43883410,8,10,
Fe,2,235.44775800,8.10000000E+07,C+,2.67577925,7.94005850,10,8,
Fe,2,235.48898000,2.67000000E+07,B,0.35186476,5.61522263,6,4,
Fe,2,235.51408100,2.40000000E+07,D+,7.70259320,12.96539020,4,4,
Fe,2,235.52151600,1.60000000E+06,D,2.34166141,7.60429220,2,4,
Fe,2,235.52158000,1.60000000E+07,D+,2.65702556,7.91965500,12,12,
Fe,2,235.53502300,4.50000000E+08,B+,5.25709365,10.51942270,4,6,
Fe,2,235.54621300,2.70000000E+07,D+,7.69514470,12.95722380,8,6,
Fe,2,235.56636800,7.40000000E+06,D+,7.77255380,13.03418270,6,6,
Fe,2,235.57783800,4.90000000E+07,C+,7.97049210,13.23186480,8,10,
Fe,2,235.58382300,4.70000000E+07,D+,6.22559822,11.48683730,6,4,
Fe,2,235.58809200,4.50000000E+07,D+,8.17444660,13.43559030,8,8,
Fe,1,235.59090200,5.17000000E+05,C,0.08728574,5.34836675,5,7,
Fe,2,235.59284000,2.60000000E+07,D+,7.77255380,13.03359150,6,8,
Fe,2,235.62082500,7.00000000E+05,D+,2.54377802,7.80419090,6,8,
Fe,2,235.64215600,2.50000000E+06,D,2.77846330,8.03840010,2,4,
Fe,2,235.65886100,4.70000000E+07,D+,7.98773220,13.24729610,6,4,
Fe,2,235.67870800,2.80000000E+07,D+,7.70581060,12.96493170,6,6,
Fe,2,235.68127500,1.40000000E+07,D+,7.80631980,13.06538350,4,6,
Fe,2,235.68459800,1.20000000E+07,D+,7.72699840,12.98598800,8,6,
Fe,2,235.68756500,2.70000000E+07,D+,7.69514470,12.95406820,8,8,
Fe,2,235.70031200,1.28000000E+08,C+,4.15363129,9.41227030,8,6,
Fe,2,235.70484900,9.20000000E+07,C+,5.22157443,10.48011230,10,10,
Fe,2,235.72686600,6.40000000E+07,C+,7.62659410,12.88464090,10,8,
Fe,2,235.77016100,1.00000000E+07,D+,7.78981200,13.04689330,2,4,
Fe,2,235.77683400,1.40000000E+07,D+,7.48893480,12.74586730,6,6,
Fe,2,235.78535400,7.70000000E+07,C+,7.69732560,12.95406820,10,8,
Fe,2,235.85161700,8.00000000E+07,C+,7.63584020,12.89110600,12,12,
Fe,2,235.88012900,3.90000000E+07,D+,7.70259320,12.95722380,4,6,
Fe,2,235.89528100,1.12000000E+08,C+,8.18454100,13.43883410,10,10,
Fe,2,235.90245000,1.40000000E+08,D+,6.20862290,11.46275640,4,2,
Fe,2,235.91051900,5.00000000E+07,C+,0.10695023,5.36090398,4,6,
Fe,2,235.91320900,1.22000000E+08,C+,2.69193206,7.94582590,8,6,
Fe,2,235.91517300,1.79000000E+08,B+,8.18454100,13.43839110,10,12,
Fe,2,235.95956200,2.30000000E+07,C+,2.67577925,7.92864110,10,10,
Fe,2,235.99051700,8.50000000E+07,C+,7.62659410,12.87876700,10,10,
Fe,2,235.99441200,2.70000000E+07,D+,7.69514470,12.94723090,8,6,
Fe,2,235.99993900,3.59000000E+07,B,0.23217279,5.48413599,10,10,
Fe,2,236.00539900,1.04000000E+08,B+,7.60612880,12.85797050,16,16,
Fe,2,236.02942300,6.20000000E+07,B+,0.30129858,5.55260578,8,6,
Fe,2,236.04101500,3.27000000E+08,B+,8.18454100,13.43559030,10,8,
Fe,2,236.05109800,4.00000000E+08,B+,7.62845140,12.87927640,14,16,
Fe,2,236.05310200,2.22000000E+07,C+,5.24885175,10.49963220,6,8,
Fe,2,236.10093700,1.38000000E+08,C+,7.98773220,13.23744890,6,8,
Fe,2,236.11115300,3.40000000E+07,D+,8.25598900,13.50547860,10,10,
Fe,2,236.12683700,1.63000000E+08,C+,8.24771530,13.49685620,6,4,
Fe,2,236.13584100,1.60000000E+06,D,3.38661825,8.63555910,8,6,
Fe,2,236.13842200,1.10000000E+06,D,8.22973820,13.47862160,8,6,
Fe,2,236.15628000,7.00000000E+05,D,7.69310070,12.94158730,6,8,
Fe,2,236.17248400,2.40000000E+07,C+,2.69193206,7.94005850,8,8,
Fe,2,236.17575300,2.00000000E+07,D+,7.71733630,12.96539020,4,4,
Fe,2,236.20213800,1.41000000E+07,C+,0.30129858,5.54876624,8,8,
Fe,2,236.20326000,4.70000000E+06,D+,7.70662540,12.95406820,10,8,
Fe,2,236.24829300,8.00000000E+06,D+,7.69514470,12.94158730,8,8,
Fe,2,236.25357500,2.40000000E+08,C+,8.25891710,13.50524240,4,2,
Fe,2,236.26976400,2.70000000E+07,D+,8.24042900,13.48639480,12,12,
Fe,2,236.30953800,9.30000000E+07,C+,7.62845140,12.87353440,14,14,
Fe,2,236.31200700,3.40000000E+07,D+,7.77255380,13.01758190,6,8,
Fe,2,236.32960000,1.05000000E+08,C+,7.70259320,12.94723090,4,6,
Fe,2,236.35002900,6.30000000E+08,B+,7.60612880,12.85031320,16,18,
Fe,2,236.36394500,2.60000000E+06,D+,2.67577925,7.91965500,10,12,
Fe,2,236.38105600,3.00000000E+07,D+,3.38661825,8.63011440,8,8,
Fe,2,236.38608800,5.30000000E+08,B+,5.23672772,10.48011230,8,10,
Fe,2,236.38781600,1.50000000E+07,D+,3.81430861,9.05765480,8,6,
Fe,2,236.40673000,3.80000000E+06,D+,7.63584020,12.87876700,12,10,
Fe,2,236.43106500,5.50000000E+07,D+,6.20862290,11.45101010,4,4,
Fe,2,236.46520400,1.80000000E+06,D,7.80631980,13.04795010,4,6,
Fe,2,236.47099400,1.61000000E+08,C+,7.80419090,13.04569300,8,8,
Fe,2,236.47468000,8.00000000E+06,D+,7.70581060,12.94723090,6,6,
Fe,2,236.48278500,5.90000000E+07,B+,0.04770753,5.28894824,8,8,
Fe,2,236.49076500,1.20000000E+08,C+,7.80631980,13.04738360,4,6,
Fe,2,236.50206700,7.20000000E+07,C+,7.60612880,12.84694220,16,14,
Fe,2,236.50497100,1.40000000E+07,D+,6.21873433,11.45948340,10,10,
Fe,2,236.52432200,1.70000000E+07,D+,7.80419090,13.04451130,8,10,
Fe,2,236.52935400,2.50000000E+08,C+,8.22973820,13.46994710,8,6,
Fe,2,236.53203500,2.23000000E+08,C+,7.60429220,12.84444170,4,6,
Fe,2,236.55382500,1.00000000E+06,D,7.80419090,13.04385780,8,6,
Fe,2,236.57623900,2.16000000E+08,C+,5.36090398,10.60007440,6,6,
Fe,2,236.57660000,5.70000000E+08,B+,8.26631610,13.50547860,8,10,
Fe,2,236.59423800,1.70000000E+06,D,7.70662540,12.94539730,10,10,
Fe,2,236.60451300,4.40000000E+06,D+,3.81430861,9.05285300,8,8,
Fe,2,236.63185800,4.10000000E+07,D+,8.25891710,13.49685620,4,4,
Fe,2,236.63212200,3.70000000E+07,D+,7.72699840,12.96493170,8,6,
Fe,2,236.64292800,6.80000000E+07,C+,7.63584020,12.87353440,12,14,
Fe,2,236.65934800,1.01000000E+07,B,0.35186476,5.58919550,6,6,
Fe,2,236.67659600,4.30000000E+06,D,6.20862290,11.44557200,4,2,
Fe,2,236.68692400,1.90000000E+06,D+,8.23400290,13.47072350,14,14,
Fe,2,236.68744700,3.50000000E+06,C+,2.69193206,7.92864110,8,10,
Fe,2,236.68881800,1.15000000E+08,C+,8.22973820,13.46641690,8,6,
Fe,2,236.80571500,2.80000000E+07,D+,6.21691620,11.45101010,6,4,
Fe,2,236.82337300,4.80000000E+06,D+,5.28894824,10.52265190,8,6,
Fe,2,236.83806600,2.90000000E+07,D+,7.80419090,13.03756990,8,10,
Fe,2,236.85959900,6.06000000E+07,B+,0.35186476,5.58476799,6,4,
Fe,2,236.88029300,3.90000000E+06,D+,7.56172730,12.79417340,10,8,
Fe,2,236.89287900,1.02000000E+08,C+,8.22973820,13.46190630,8,10,
Fe,2,236.90455700,5.00000000E+06,D+,6.20862290,11.44053320,4,6,
Fe,2,236.92390600,4.20000000E+06,D+,2.80665448,8.03813750,10,10,
Fe,1,236.94561200,2.53000000E+06,B,0.11011433,5.34111814,3,3,
Fe,2,236.96605200,3.80000000E+07,D+,7.84484980,13.07540250,6,4,
Fe,2,236.97270400,5.40000000E+08,B+,8.25598900,13.48639480,10,12,
Fe,2,236.97774800,4.20000000E+07,C+,8.24042900,13.47072350,12,14,
Fe,2,236.98087800,2.90000000E+07,D+,7.72699840,12.95722380,8,6,
Fe,2,236.98527600,1.10000000E+07,D+,5.48413599,10.71426440,10,8,
Fe,2,236.98792900,2.50000000E+07,D+,7.77255380,13.00262360,6,8,
Fe,2,236.99146800,8.00000000E+07,C+,7.80419090,13.03418270,8,6,
Fe,2,236.99531700,5.90000000E+08,B+,5.22157443,10.45148120,10,12,
Fe,2,237.01288900,1.19000000E+08,B+,7.62845140,12.85797050,14,16,
Fe,2,237.01826100,5.80000000E+07,C+,7.80419090,13.03359150,8,8,
Fe,2,237.02603900,5.30000000E+06,D+,7.84484980,13.07407880,6,8,
Fe,2,237.04986600,1.73000000E+07,B,0.38651921,5.61522263,4,4,
Fe,2,237.06109400,4.50000000E+06,D+,2.84411707,8.07257280,6,8,
Fe,2,237.06981300,9.50000000E+07,C+,8.18454100,13.41280450,10,12,
Fe,2,237.08001200,7.50000000E+07,C+,8.37095780,13.59899640,12,12,
Fe,2,237.08798000,1.90000000E+07,D+,7.80631980,13.03418270,4,6,
Fe,2,237.09411500,1.20000000E+08,C+,7.63584020,12.86356790,12,12,
Fe,2,237.11750600,3.10000000E+07,D+,8.22973820,13.45695020,8,8,
Fe,1,237.14302800,2.67000000E+06,C+,0.08728574,5.31393522,5,5,
Fe,2,237.15926000,5.60000000E+06,D+,5.51071390,10.73700570,8,6,
Fe,2,237.16561800,5.00000000E+06,D+,5.22157443,10.44772610,10,8,
Fe,2,237.17418200,1.39000000E+08,C+,7.56821050,12.79417340,6,8,
Fe,2,237.19919800,1.70000000E+07,D+,6.22559822,11.45101010,6,4,
Fe,2,237.20876100,2.10000000E+07,D+,7.69514470,12.92034600,8,6,
Fe,2,237.22914000,1.50000000E+07,D+,6.20862290,11.43337530,4,4,
Fe,2,237.23184200,1.70000000E+07,D+,8.24771530,13.47240820,6,4,
Fe,2,237.23583000,6.60000000E+05,D+,2.57958587,7.80419090,10,8,
Fe,2,237.26328700,9.40000000E+07,C+,4.14931647,9.37331700,10,8,
Fe,2,237.27874100,3.30000000E+06,D,2.58265947,7.80631980,6,4,
Fe,2,237.28071000,2.80000000E+07,D+,6.21691620,11.44053320,6,6,
Fe,2,237.30523000,1.80000000E+07,D+,7.69514470,12.91822200,8,10,
Fe,2,237.31629500,1.30000000E+07,D+,6.21873433,11.44156810,10,8,
Fe,2,237.33787000,2.40000000E+07,D+,7.94582590,13.16818490,6,6,
Fe,2,237.34365200,7.20000000E+07,D+,8.24771530,13.46994710,6,6,
Fe,2,237.36095900,7.30000000E+07,D+,6.22559822,11.44744930,6,6,
Fe,1,237.36243000,6.53000000E+06,B,0.05156912,5.27338780,7,7,
Fe,2,237.37353400,4.25000000E+07,B+,0.00000000,5.22157443,10,10,
Fe,2,237.37794800,3.50000000E+06,D+,8.24042900,13.46190630,12,10,
Fe,2,237.40707800,4.00000000E+07,D+,8.37095780,13.59179450,12,10,
Fe,2,237.41244600,2.50000000E+06,D,6.08774270,11.30846140,2,4,
Fe,2,237.42085900,9.80000000E+07,C+,7.84484980,13.06538350,6,6,
Fe,2,237.43455700,1.70000000E+07,D+,7.72699840,12.94723090,8,6,
Fe,2,237.43911400,2.10000000E+08,B+,7.76912910,12.98926150,12,12,
Fe,1,237.45185000,3.14000000E+06,B,0.12126572,5.34111814,1,3,
Fe,2,237.45943500,2.40000000E+06,D,4.15363129,9.37331700,8,8,
Fe,2,237.46531400,2.31000000E+08,B+,7.57461700,12.79417340,6,8,
Fe,2,237.47463900,4.80000000E+06,D+,7.92864110,13.14799260,10,12,
Fe,2,237.48739600,5.30000000E+07,D+,6.22249688,11.44156810,8,8,
Fe,2,237.49957200,7.40000000E+07,C+,8.03813750,13.25694110,10,10,
Fe,2,237.50421600,1.10000000E+07,D+,8.24771530,13.46641690,6,6,
Fe,2,237.50703800,3.20000000E+07,D+,7.69732560,12.91596520,10,12,
Fe,2,237.51381000,1.21000000E+08,B+,7.62845140,12.84694220,14,14,
Fe,2,237.51936500,9.80000000E+07,B,0.38651921,5.60488800,4,2,
Fe,2,237.54741000,6.60000000E+07,D+,7.70259320,12.92034600,4,6,
Fe,2,237.55461300,2.70000000E+07,D+,6.21691620,11.43451080,6,4,
Fe,2,237.61062900,7.20000000E+07,C+,7.62845140,12.84481600,14,12,
Fe,2,237.64291600,6.40000000E+08,B+,5.20337749,10.41903340,12,14,
Fe,2,237.67577500,2.70000000E+07,D+,6.22559822,11.44053320,6,6,
Fe,2,237.71344000,2.30000000E+07,D+,8.25891710,13.47302590,4,2,
Fe,2,237.72710400,1.10000000E+07,D+,8.23400290,13.44781190,14,14,
Fe,2,237.74083100,1.00000000E+07,D+,7.56172730,12.77523530,10,8,
Fe,2,237.74616900,8.80000000E+07,C+,7.80419090,13.01758190,8,8,
Fe,2,237.78829700,1.20000000E+07,D+,8.25598900,13.46845640,10,12,
Fe,2,237.79525500,1.50000000E+07,D+,8.03498120,13.24729610,2,4,
Fe,2,237.81260600,2.19000000E+08,B+,8.26631610,13.47825080,8,8,
Fe,2,237.83742800,2.90000000E+06,D,8.03840010,13.24979080,4,6,
Fe,2,237.85227400,2.40000000E+07,D+,3.42449356,8.63555910,6,6,
Fe,2,237.85389700,4.30000000E+07,D+,8.25891710,13.46994710,4,6,
Fe,2,237.85533700,1.70000000E+07,C,5.23672772,10.44772610,8,8,
Fe,2,237.86592400,6.90000000E+06,D+,8.19266160,13.40342810,6,4,
Fe,2,237.86969000,1.49000000E+07,C+,5.28894824,10.49963220,8,8,
Fe,2,237.88202800,1.22000000E+08,C+,7.69732560,12.90773940,10,8,
Fe,2,237.89175900,1.50000000E+07,D+,5.25709365,10.46729430,4,4,
Fe,2,237.89688900,7.50000000E+07,C+,7.72336960,12.93345790,14,14,
Fe,2,237.90023500,1.10000000E+07,D+,2.82812245,8.03813750,8,10,
Fe,2,237.91419300,7.20000000E+06,D+,3.22131344,8.43102280,8,10,
Fe,2,237.91697300,5.40000000E+07,C+,4.61559410,9.82524260,2,4,
Fe,2,237.92046100,3.10000000E+07,D+,7.84484980,13.05442200,6,8,
Fe,2,237.92762400,2.73000000E+07,B+,0.30129858,5.51071390,8,8,
Fe,2,237.93092600,8.00000000E+07,C+,4.61559410,9.82493710,2,4,
Fe,2,237.93107400,5.70000000E+06,D+,7.70662540,12.91596520,10,12,
Fe,2,237.93586500,1.11000000E+08,C+,8.24771530,13.45695020,6,8,
Fe,2,237.94208400,3.70000000E+07,D+,6.21873433,11.42783310,10,10,
Fe,2,237.94221400,1.17000000E+08,C+,8.22973820,13.43883410,8,10,
Fe,2,237.95059100,3.80000000E+07,D+,6.22559822,11.43451080,6,4,
