#element,sp_num,g,Level(eV),Uncertainty(eV)
Fe,1,7,4.95563019,1.20000000E-07
Fe,1,5,4.98804995,1.20000000E-07
Fe,1,3,5.00952178,1.20000000E-07
Fe,1,1,5.02027939,1.20000000E-07
Fe,1,5,4.96581946,1.20000000E-07
Fe,1,7,4.98504395,1.20000000E-07
Fe,1,9,5.01168158,1.20000000E-07
Fe,1,11,4.99127081,1.20000000E-07
Fe,1,9,5.03306811,1.20000000E-07
Fe,1,7,5.06378173,1.20000000E-07
Fe,1,5,5.08559017,1.20000000E-07
Fe,1,3,5.09954435,1.20000000E-07
Fe,1,5,5.06740926,1.20000000E-07
Fe,1,3,5.10547240,1.20000000E-07
Fe,1,1,5.11242705,1.20000000E-07
Fe,1,5,5.07033256,1.20000000E-07
Fe,1,7,5.27338780,1.20000000E-07
Fe,1,5,5.31393522,2.50000000E-07
Fe,1,3,5.34111814,2.50000000E-07
Fe,1,13,5.30458359,2.50000000E-07
Fe,1,11,5.32039963,1.20000000E-07
Fe,1,9,5.33417031,2.50000000E-07
Fe,1,7,5.34836675,1.20000000E-07
Fe,1,5,5.35736031,2.50000000E-07
Fe,1,11,5.30848946,1.20000000E-07
Fe,1,9,5.35157038,1.20000000E-07
Fe,1,7,5.38520741,1.20000000E-07
Fe,1,5,5.40986861,1.20000000E-07
Fe,1,3,5.42604198,1.20000000E-07
Fe,1,13,5.31940082,2.50000000E-07
Fe,1,9,5.38620900,4.00000000E-07
Fe,1,11,5.38836827,2.50000000E-07
Fe,1,11,5.33029109,2.50000000E-07
Fe,1,9,5.34482452,1.20000000E-07
Fe,1,13,5.37113140,6.00000000E-07
Fe,1,7,5.37173492,2.50000000E-07
Fe,1,9,5.39325126,1.20000000E-07
Fe,1,7,5.44571679,1.20000000E-07
Fe,1,5,5.47807170,1.20000000E-07
Fe,1,3,5.50628207,1.20000000E-07
Fe,1,1,5.51220530,1.20000000E-07
Fe,1,9,5.45809748,1.20000000E-07
Fe,1,7,5.47591165,1.20000000E-07
Fe,1,5,5.53763954,1.20000000E-07
Fe,1,3,5.54962521,1.20000000E-07
Fe,1,1,5.55782726,2.50000000E-07
Fe,1,11,5.48551782,2.50000000E-07
Fe,1,5,5.49069652,2.50000000E-07
Fe,1,3,5.50221316,2.50000000E-07
Fe,1,9,5.50676735,1.20000000E-07
Fe,1,7,5.52366156,2.50000000E-07
Fe,1,5,5.51876133,1.20000000E-07
Fe,1,9,5.53924278,1.20000000E-07
Fe,1,7,5.58689276,1.20000000E-07
Fe,1,5,5.62068415,1.20000000E-07
Fe,1,3,5.64241573,1.20000000E-07
Fe,1,1,5.65307019,1.20000000E-07
Fe,1,7,5.60664989,1.20000000E-07
Fe,1,5,5.61423177,1.20000000E-07
Fe,1,3,5.64769932,1.20000000E-07
Fe,1,11,5.61584517,1.20000000E-07
Fe,1,9,5.63240401,1.20000000E-07
Fe,1,7,5.64908881,1.20000000E-07
Fe,1,13,5.65471608,2.50000000E-07
Fe,1,11,5.66931758,1.20000000E-07
Fe,1,9,5.68259542,2.50000000E-07
Fe,1,7,5.69254810,4.00000000E-07
Fe,1,5,5.69892835,2.50000000E-07
Fe,1,15,5.70054647,2.50000000E-07
Fe,1,13,5.70661711,2.50000000E-07
Fe,1,11,5.72011266,2.50000000E-07
Fe,1,7,5.72027099,1.20000000E-07
Fe,1,5,5.74214676,1.20000000E-07
Fe,1,3,5.75415389,2.50000000E-07
Fe,1,3,5.77776507,1.20000000E-07
Fe,1,1,5.78665750,4.00000000E-07
Fe,1,5,5.79341882,1.20000000E-07
Fe,1,3,5.81508605,1.20000000E-07
Fe,1,9,5.79264615,1.20000000E-07
Fe,1,7,5.79564049,1.20000000E-07
Fe,1,5,5.81343520,1.20000000E-07
Fe,1,1,5.84852446,2.50000000E-07
Fe,1,3,5.84923154,1.20000000E-07
Fe,1,9,5.81351269,1.20000000E-07
Fe,1,7,5.83875215,1.20000000E-07
Fe,1,5,5.85168345,1.20000000E-07
Fe,1,13,5.82506529,2.50000000E-07
Fe,1,11,5.82829520,1.20000000E-07
Fe,1,9,5.84045966,1.20000000E-07
Fe,1,11,5.82793998,1.20000000E-07
Fe,1,9,5.87411777,1.20000000E-07
Fe,1,7,5.92093198,1.20000000E-07
Fe,1,5,5.95578840,1.20000000E-07
Fe,1,3,5.97868220,1.20000000E-07
Fe,1,7,5.82938837,1.20000000E-07
Fe,1,5,5.84412959,1.20000000E-07
Fe,1,3,5.86098438,1.20000000E-07
Fe,1,13,5.87231021,2.50000000E-07
Fe,1,11,5.87935896,1.20000000E-07
Fe,1,9,5.90041395,1.20000000E-07
Fe,1,7,5.91320801,1.20000000E-07
Fe,1,5,5.93030716,1.20000000E-07
Fe,1,5,5.87929188,1.20000000E-07
Fe,1,9,5.88338708,1.20000000E-07
Fe,1,3,5.89614419,1.20000000E-07
Fe,1,11,5.90240588,1.20000000E-07
Fe,1,9,5.94256226,1.20000000E-07
Fe,1,7,5.96648265,1.20000000E-07
Fe,1,5,5.98085478,1.20000000E-07
Fe,1,3,5.99471113,1.20000000E-07
Fe,1,9,5.92794713,1.20000000E-07
Fe,1,7,5.93068755,2.50000000E-07
Fe,1,11,5.93072834,1.20000000E-07
Fe,1,13,5.93328155,2.50000000E-07
Fe,1,11,5.97991659,1.20000000E-07
Fe,1,9,5.99610917,1.20000000E-07
Fe,1,7,6.01021907,2.50000000E-07
Fe,1,9,5.94639870,1.20000000E-07
Fe,1,7,6.01718438,1.20000000E-07
Fe,1,5,6.06634697,1.20000000E-07
Fe,1,7,5.94709859,1.20000000E-07
Fe,1,5,5.97150625,1.20000000E-07
Fe,1,3,5.98718095,1.20000000E-07
Fe,1,13,5.96342830,1.20000000E-07
Fe,1,5,5.98901244,1.20000000E-07
Fe,1,1,6.00828827,2.50000000E-07
Fe,1,3,6.01523448,1.20000000E-07
Fe,1,11,5.99867825,1.20000000E-07
Fe,1,9,6.03834476,1.20000000E-07
Fe,1,9,6.08872711,1.20000000E-07
Fe,1,7,6.10533975,1.20000000E-07
Fe,1,5,6.12892712,2.50000000E-07
Fe,1,7,6.09196644,1.20000000E-07
Fe,1,5,6.10530689,1.20000000E-07
Fe,1,3,6.11212776,2.50000000E-07
Fe,1,11,6.11891044,1.20000000E-07
Fe,1,9,6.14449991,1.20000000E-07
Fe,1,7,6.17506487,1.20000000E-07
Fe,1,5,6.20026651,1.20000000E-07
Fe,1,3,6.21813227,1.20000000E-07
Fe,1,13,6.12905507,2.50000000E-07
Fe,1,11,6.15016512,2.50000000E-07
Fe,1,9,6.16536100,2.50000000E-07
Fe,1,11,6.13237029,1.20000000E-07
Fe,1,9,6.15307342,1.20000000E-07
Fe,1,7,6.18068544,1.20000000E-07
Fe,1,7,6.13438193,1.20000000E-07
Fe,1,13,6.16922335,2.50000000E-07
Fe,1,11,6.20568115,1.20000000E-07
Fe,1,9,6.23680503,1.20000000E-07
Fe,1,7,6.25289818,1.20000000E-07
Fe,1,5,6.26811563,1.20000000E-07
Fe,1,3,6.27700207,2.50000000E-07
Fe,1,1,6.28100019,2.50000000E-07
Fe,1,1,6.19317735,2.50000000E-07
Fe,1,3,6.20456765,1.20000000E-07
Fe,1,5,6.22237439,1.20000000E-07
Fe,1,9,6.22223912,1.20000000E-07
Fe,1,7,6.27711812,1.20000000E-07
Fe,1,5,6.31094101,1.20000000E-07
Fe,1,13,6.24162851,1.20000000E-07
Fe,1,11,6.30254306,1.20000000E-07
Fe,1,7,6.34164892,1.20000000E-07
Fe,1,9,6.34703293,1.20000000E-07
Fe,1,3,6.34898259,1.20000000E-07
Fe,1,5,6.36423934,1.20000000E-07
Fe,1,11,6.24606454,1.20000000E-07
Fe,1,9,6.29938878,1.20000000E-07
Fe,1,7,6.30606149,1.20000000E-07
Fe,1,5,6.32302612,1.20000000E-07
Fe,1,3,6.32915863,1.20000000E-07
Fe,1,9,6.25167222,1.20000000E-07
Fe,1,7,6.26546671,1.20000000E-07
Fe,1,5,6.28582776,1.20000000E-07
Fe,1,3,6.30832866,1.20000000E-07
Fe,1,1,6.32083991,2.50000000E-07
Fe,1,9,6.25813812,1.20000000E-07
Fe,1,7,6.27499663,1.20000000E-07
Fe,1,5,6.30600086,1.20000000E-07
Fe,1,13,6.26404671,1.20000000E-07
Fe,1,11,6.28647868,1.20000000E-07
Fe,1,9,6.32066224,1.20000000E-07
Fe,1,7,6.35034852,1.20000000E-07
Fe,1,5,6.36908625,1.20000000E-07
Fe,1,7,6.27197352,2.50000000E-07
Fe,1,9,6.27533411,2.50000000E-07
Fe,1,15,6.28000199,2.50000000E-07
Fe,1,13,6.31920567,1.20000000E-07
Fe,1,11,6.35153108,1.20000000E-07
Fe,1,9,6.36471779,1.20000000E-07
Fe,1,7,6.38029108,1.20000000E-07
Fe,1,5,6.39011087,1.20000000E-07
Fe,1,3,6.39346861,2.50000000E-07
Fe,1,11,6.32525970,1.20000000E-07
Fe,1,9,6.37048876,1.20000000E-07
Fe,1,7,6.39994976,1.20000000E-07
Fe,1,5,6.42578026,1.20000000E-07
Fe,1,3,6.44046048,1.20000000E-07
Fe,1,13,6.32606584,2.50000000E-07
Fe,1,11,6.33171407,2.50000000E-07
Fe,1,9,6.37391903,2.50000000E-07
Fe,1,9,6.33269478,1.20000000E-07
Fe,1,7,6.36800089,1.20000000E-07
Fe,1,5,6.40130429,1.20000000E-07
Fe,1,3,6.42583493,1.20000000E-07
Fe,1,1,6.43993020,1.20000000E-07
Fe,1,11,6.33598817,1.20000000E-07
Fe,1,9,6.38043390,1.20000000E-07
Fe,1,7,6.39809335,1.20000000E-07
Fe,1,5,6.41060472,1.20000000E-07
Fe,1,3,6.41673983,1.20000000E-07
Fe,1,5,6.34165661,1.20000000E-07
Fe,1,5,6.34815078,2.50000000E-07
Fe,1,9,6.36096020,1.20000000E-07
Fe,1,7,6.36848691,1.20000000E-07
Fe,1,7,6.35967275,1.20000000E-07
Fe,1,5,6.41493251,1.20000000E-07
Fe,1,3,6.45212430,1.20000000E-07
Fe,1,9,6.36664959,1.20000000E-07
Fe,1,7,6.41873101,1.20000000E-07
Fe,1,5,6.45335558,1.20000000E-07
Fe,1,3,6.47375371,1.20000000E-07
Fe,1,1,6.47908516,1.20000000E-07
Fe,1,11,6.36955305,1.20000000E-07
Fe,1,9,6.40603863,2.50000000E-07
Fe,1,7,6.42557692,1.20000000E-07
Fe,1,7,6.39387714,1.20000000E-07
Fe,1,11,6.40132623,2.50000000E-07
Fe,1,7,6.40899243,1.20000000E-07
Fe,1,5,6.44033241,1.20000000E-07
Fe,1,3,6.46089109,2.50000000E-07
Fe,1,5,6.41101300,1.20000000E-07
Fe,1,5,6.41767950,1.20000000E-07
Fe,1,7,6.42699840,1.20000000E-07
Fe,1,3,6.44961696,1.20000000E-07
Fe,1,5,6.45554341,1.20000000E-07
Fe,1,7,6.44334733,1.20000000E-07
Fe,1,5,6.48399171,2.50000000E-07
Fe,1,3,6.51071489,2.50000000E-07
Fe,1,3,6.46959714,2.50000000E-07
Fe,1,7,6.47361547,2.50000000E-07
Fe,1,5,6.53184961,1.20000000E-07
Fe,1,3,6.55353246,2.50000000E-07
Fe,1,13,6.50067093,2.50000000E-07
Fe,1,11,6.52319179,2.50000000E-07
Fe,1,9,6.54249030,4.00000000E-07
Fe,1,13,6.51085164,2.50000000E-07
Fe,1,15,6.52838700,4.00000000E-07
Fe,1,11,6.55863990,4.00000000E-07
Fe,1,11,6.54723369,2.50000000E-07
Fe,1,9,6.69732648,2.50000000E-07
Fe,1,7,6.73945929,1.20000000E-07
Fe,1,5,6.56078442,2.50000000E-07
Fe,1,3,6.59967157,2.50000000E-07
Fe,1,9,6.56541325,1.20000000E-07
Fe,1,7,6.61548873,1.20000000E-07
Fe,1,5,6.66407690,2.50000000E-07
Fe,1,11,6.57876498,1.20000000E-07
Fe,1,9,6.61997175,1.20000000E-07
Fe,1,7,6.67419029,1.20000000E-07
Fe,1,5,6.72707289,1.20000000E-07
Fe,1,3,6.74302768,1.20000000E-07
Fe,1,13,6.57976169,2.50000000E-07
Fe,1,11,6.64388049,2.50000000E-07
Fe,1,9,6.67681119,1.20000000E-07
Fe,1,7,6.71184181,2.50000000E-07
Fe,1,5,6.72709484,2.50000000E-07
Fe,1,11,6.58167501,1.20000000E-07
Fe,1,9,6.61934736,1.20000000E-07
Fe,1,7,6.65312587,1.20000000E-07
Fe,1,5,6.70041939,2.50000000E-07
Fe,1,3,6.72297125,2.50000000E-07
Fe,1,13,6.58275864,2.50000000E-07
Fe,1,9,6.59039805,1.20000000E-07
Fe,1,7,6.63883718,1.20000000E-07
Fe,1,5,6.69101333,1.20000000E-07
Fe,1,3,6.71158094,1.20000000E-07
Fe,1,7,6.59107351,1.20000000E-07
Fe,1,5,6.64167865,1.20000000E-07
Fe,1,3,6.68587270,1.20000000E-07
Fe,1,13,6.59213395,1.20000000E-07
Fe,1,11,6.60608750,1.20000000E-07
Fe,1,9,6.66650376,1.20000000E-07
Fe,1,7,6.71512541,1.20000000E-07
Fe,1,5,6.74172473,1.20000000E-07
Fe,1,15,6.60528086,2.50000000E-07
Fe,1,13,6.61492758,1.20000000E-07
Fe,1,11,6.67955657,1.20000000E-07
Fe,1,9,6.72455738,2.50000000E-07
Fe,1,7,6.75602283,1.20000000E-07
Fe,1,11,6.61002390,4.00000000E-07
Fe,1,9,6.61193286,1.20000000E-07
Fe,1,7,6.73098236,1.20000000E-07
Fe,1,5,6.78272754,2.50000000E-07
Fe,1,9,6.64684396,1.20000000E-07
Fe,1,7,6.66845912,2.50000000E-07
Fe,1,5,6.76093930,2.50000000E-07
Fe,1,3,6.76992654,1.20000000E-07
Fe,1,3,6.65756300,5.00000000E-07
Fe,1,5,6.66081289,2.50000000E-07
Fe,1,7,6.66211658,2.50000000E-07
Fe,1,9,6.68049253,2.50000000E-07
Fe,1,11,6.69685175,2.50000000E-07
Fe,1,11,6.66284114,1.20000000E-07
Fe,1,9,6.70339390,1.20000000E-07
Fe,1,7,6.74218434,1.20000000E-07
Fe,1,7,6.66384071,1.20000000E-07
Fe,1,5,6.70342551,1.20000000E-07
Fe,1,3,6.75085864,1.20000000E-07
Fe,1,7,6.66579718,2.50000000E-07
Fe,1,11,6.67045638,1.20000000E-07
Fe,1,9,6.71061300,1.20000000E-07
Fe,1,7,6.74533292,2.50000000E-07
Fe,1,5,6.77098909,2.50000000E-07
Fe,1,3,6.78783705,1.20000000E-07
Fe,1,3,6.67138589,2.50000000E-07
Fe,1,7,6.67504280,1.20000000E-07
Fe,1,5,6.73764589,2.50000000E-07
Fe,1,3,6.79523296,2.50000000E-07
Fe,1,13,6.67538611,1.20000000E-07
Fe,1,11,6.72821528,1.20000000E-07
Fe,1,9,6.76400977,1.20000000E-07
Fe,1,7,6.68169765,1.20000000E-07
Fe,1,5,6.68436257,2.50000000E-07
Fe,1,3,6.69213940,1.50000000E-06
Fe,1,9,6.73250811,1.20000000E-07
Fe,1,11,6.69307530,4.00000000E-07
Fe,1,9,6.72458242,1.20000000E-07
Fe,1,7,6.76958063,1.20000000E-07
Fe,1,7,6.69573167,1.20000000E-07
Fe,1,5,6.70906146,1.20000000E-07
Fe,1,3,6.72875412,2.50000000E-07
Fe,1,9,6.75464698,1.20000000E-07
Fe,1,7,6.80237209,1.20000000E-07
Fe,1,5,6.83576563,1.20000000E-07
Fe,1,3,6.85702383,2.50000000E-07
Fe,1,1,6.86754920,4.00000000E-07
Fe,1,9,6.77986785,1.20000000E-07
Fe,1,7,6.83462125,1.20000000E-07
Fe,1,5,6.86609750,6.00000000E-07
Fe,1,9,6.79568000,4.00000000E-07
Fe,1,5,6.80421351,1.20000000E-07
Fe,1,3,6.86576013,2.50000000E-07
Fe,1,1,6.90920800,9.00000000E-06
Fe,1,11,6.87242168,2.50000000E-07
Fe,1,7,6.91716472,2.50000000E-07
Fe,1,9,6.93140310,4.00000000E-07
Fe,1,9,6.87442890,4.00000000E-07
Fe,1,13,6.87985120,4.00000000E-07
Fe,1,11,6.88429230,2.50000000E-07
Fe,1,5,6.91264390,4.00000000E-07
Fe,1,11,6.93160665,2.50000000E-07
Fe,1,7,6.95524523,2.50000000E-07
Fe,1,11,6.95723530,1.20000000E-07
Fe,1,9,7.00711799,2.50000000E-07
Fe,1,7,7.13041380,5.00000000E-07
Fe,1,5,7.13262645,2.50000000E-07
Fe,1,3,7.16059570,4.00000000E-07
Fe,1,11,6.95803425,2.50000000E-07
Fe,1,9,7.00718320,4.00000000E-07
Fe,1,7,7.01193450,5.00000000E-07
Fe,1,5,7.05883970,6.00000000E-07
Fe,1,3,7.08745010,6.00000000E-07
Fe,1,9,6.96884828,2.50000000E-07
Fe,1,7,6.98491341,2.50000000E-07
Fe,1,5,7.00256095,2.50000000E-07
Fe,1,3,7.03426310,4.00000000E-07
Fe,1,13,6.97547280,4.00000000E-07
Fe,1,11,7.00547380,4.00000000E-07
Fe,1,9,7.03693450,5.00000000E-07
Fe,1,7,7.07044190,5.00000000E-07
Fe,1,1,7.08217630,4.00000000E-07
Fe,1,5,7.08450967,1.20000000E-07
Fe,1,3,7.08872587,2.50000000E-07
Fe,1,13,6.98452090,4.00000000E-07
Fe,1,11,6.99055915,2.50000000E-07
Fe,1,9,6.99559552,2.50000000E-07
Fe,1,13,6.98550035,2.50000000E-07
Fe,1,11,7.01138503,1.20000000E-07
Fe,1,9,7.02657446,2.50000000E-07
Fe,1,7,7.07399482,2.50000000E-07
Fe,1,5,7.09609215,2.50000000E-07
Fe,1,13,6.99617750,2.50000000E-07
Fe,1,11,7.04760069,1.20000000E-07
Fe,1,5,7.07077100,4.00000000E-07
Fe,1,7,7.07754882,2.50000000E-07
Fe,1,3,7.09360019,2.50000000E-07
Fe,1,9,7.10520213,2.50000000E-07
Fe,1,11,6.99667889,2.50000000E-07
Fe,1,9,6.99915820,2.50000000E-07
Fe,1,5,7.04761036,2.50000000E-07
Fe,1,3,7.06763976,2.50000000E-07
Fe,1,7,7.07582420,2.50000000E-07
Fe,1,7,7.00039780,4.00000000E-07
Fe,1,9,7.04781667,2.50000000E-07
Fe,1,5,7.10320822,2.50000000E-07
Fe,1,15,7.00957660,4.00000000E-07
Fe,1,13,7.05159087,2.50000000E-07
Fe,1,11,7.08282336,2.50000000E-07
Fe,1,9,7.08642312,1.20000000E-07
Fe,1,3,7.10681730,4.00000000E-07
Fe,1,7,7.11190298,2.50000000E-07
Fe,1,5,7.12297453,2.50000000E-07
Fe,1,9,7.01026450,4.00000000E-07
Fe,1,7,7.05326553,2.50000000E-07
Fe,1,5,7.09068259,2.50000000E-07
Fe,1,9,7.01660092,2.50000000E-07
Fe,1,7,7.04023466,2.50000000E-07
Fe,1,5,7.04957450,4.00000000E-07
Fe,1,11,7.03080715,2.50000000E-07
Fe,1,9,7.07507720,4.00000000E-07
Fe,1,7,7.10972855,2.50000000E-07
Fe,1,3,7.13485430,4.00000000E-07
Fe,1,5,7.13808188,2.50000000E-07
Fe,1,5,7.03243444,2.50000000E-07
Fe,1,7,7.03323823,1.20000000E-07
Fe,1,11,7.03757595,2.50000000E-07
Fe,1,5,7.06117448,2.50000000E-07
Fe,1,3,7.07675061,2.50000000E-07
Fe,1,9,7.08262833,2.50000000E-07
Fe,1,9,7.03391308,2.50000000E-07
Fe,1,7,7.08799449,2.50000000E-07
Fe,1,3,7.11683480,4.00000000E-07
Fe,1,5,7.11864661,1.20000000E-07
Fe,1,1,7.14281882,2.50000000E-07
Fe,1,13,7.03596700,1.20000000E-07
Fe,1,11,7.03623952,1.20000000E-07
Fe,1,15,7.03661556,2.50000000E-07
Fe,1,13,7.03690953,2.50000000E-07
Fe,1,11,7.03668921,1.20000000E-07
Fe,1,9,7.03671475,1.20000000E-07
Fe,1,9,7.03793414,1.20000000E-07
Fe,1,7,7.03809358,1.20000000E-07
Fe,1,7,7.03948332,1.20000000E-07
Fe,1,5,7.03976551,1.20000000E-07
Fe,1,15,7.03967070,4.00000000E-07
Fe,1,17,7.03967290,4.00000000E-07
Fe,1,5,7.04102531,2.50000000E-07
Fe,1,3,7.04126386,2.50000000E-07
Fe,1,9,7.04332745,2.50000000E-07
Fe,1,7,7.09423040,2.50000000E-07
Fe,1,5,7.16515953,2.50000000E-07
Fe,1,7,7.05114810,4.00000000E-07
Fe,1,5,7.12130446,1.20000000E-07
Fe,1,3,7.15903010,4.00000000E-07
Fe,1,9,7.06106140,4.00000000E-07
Fe,1,15,7.07051050,4.00000000E-07
Fe,1,13,7.07579940,4.00000000E-07
Fe,1,11,7.08002060,9.00000000E-07
Fe,1,5,7.07638759,2.50000000E-07
Fe,1,7,7.11001619,2.50000000E-07
Fe,1,11,7.08517422,1.20000000E-07
Fe,1,9,7.08534619,1.20000000E-07
Fe,1,13,7.08529672,1.20000000E-07
Fe,1,11,7.08542219,1.20000000E-07
Fe,1,9,7.08558697,1.20000000E-07
Fe,1,7,7.08565999,1.20000000E-07
Fe,1,7,7.08567772,2.50000000E-07
Fe,1,5,7.08599636,1.20000000E-07
Fe,1,3,7.08597801,2.50000000E-07
Fe,1,5,7.08622623,2.50000000E-07
Fe,1,15,7.08598644,2.50000000E-07
Fe,1,13,7.08609009,2.50000000E-07
Fe,1,3,7.08631640,4.00000000E-07
Fe,1,1,7.08644816,2.50000000E-07
Fe,1,7,7.08695439,2.50000000E-07
Fe,1,5,7.11708156,2.50000000E-07
Fe,1,3,7.11935480,4.00000000E-07
Fe,1,3,7.11997076,2.50000000E-07
Fe,1,5,7.12011198,2.50000000E-07
Fe,1,13,7.12017248,2.50000000E-07
Fe,1,11,7.12030056,1.20000000E-07
Fe,1,5,7.12055088,2.50000000E-07
Fe,1,7,7.12076562,1.20000000E-07
Fe,1,9,7.12137972,1.20000000E-07
Fe,1,7,7.12158863,1.20000000E-07
Fe,1,11,7.12139546,1.20000000E-07
Fe,1,9,7.12155602,1.20000000E-07
Fe,1,7,7.12143749,2.50000000E-07
Fe,1,9,7.13529190,4.00000000E-07
Fe,1,7,7.14657331,2.50000000E-07
Fe,1,5,7.15497200,4.00000000E-07
Fe,1,7,7.13718820,2.50000000E-07
Fe,1,3,7.14359870,4.00000000E-07
Fe,1,5,7.14382148,2.50000000E-07
Fe,1,11,7.14406771,2.50000000E-07
Fe,1,9,7.14420856,2.50000000E-07
Fe,1,7,7.14534512,1.20000000E-07
Fe,1,5,7.14553841,1.20000000E-07
Fe,1,9,7.14660033,1.20000000E-07
Fe,1,7,7.14674465,1.20000000E-07
Fe,1,11,7.14904700,4.00000000E-07
Fe,1,9,7.20582210,4.00000000E-07
Fe,1,7,7.20745950,4.00000000E-07
Fe,1,3,7.23614230,6.00000000E-07
Fe,1,5,7.25461140,5.00000000E-07
Fe,1,9,7.15357742,2.50000000E-07
Fe,1,7,7.16801526,2.50000000E-07
Fe,1,5,7.18787690,4.00000000E-07
Fe,1,3,7.22619630,4.00000000E-07
Fe,1,7,7.15922602,2.50000000E-07
Fe,1,5,7.15926544,2.50000000E-07
Fe,1,9,7.15923606,1.20000000E-07
Fe,1,7,7.15945911,1.20000000E-07
Fe,1,9,7.16180142,2.50000000E-07
Fe,1,7,7.19523772,1.20000000E-07
Fe,1,5,7.23206872,2.50000000E-07
Fe,1,3,7.25555570,1.10000000E-06
Fe,1,11,7.17831950,6.00000000E-07
Fe,1,9,7.18082430,4.00000000E-07
Fe,1,5,7.31035581,2.50000000E-07
Fe,1,7,7.32618020,4.00000000E-07
Fe,1,5,7.19101670,1.10000000E-06
Fe,1,3,7.35769434,2.50000000E-07
Fe,1,13,7.19132379,2.50000000E-07
Fe,1,11,7.22474050,4.00000000E-07
Fe,1,9,7.25557550,2.50000000E-07
Fe,1,7,7.27911810,4.00000000E-07
Fe,1,5,7.29335130,4.00000000E-07
Fe,1,11,7.19338480,4.00000000E-07
Fe,1,9,7.23257020,4.00000000E-07
Fe,1,7,7.26551670,4.00000000E-07
Fe,1,5,7.20748030,2.50000000E-07
Fe,1,7,7.22533540,4.00000000E-07
Fe,1,3,7.24004041,2.50000000E-07
Fe,1,11,7.20931005,2.50000000E-07
Fe,1,9,7.25075723,2.50000000E-07
Fe,1,7,7.28501741,2.50000000E-07
Fe,1,5,7.30342758,2.50000000E-07
Fe,1,3,7.31227831,2.50000000E-07
Fe,1,9,7.21562170,4.00000000E-07
Fe,1,7,7.25063410,4.00000000E-07
Fe,1,5,7.27586440,4.00000000E-07
Fe,1,3,7.28525930,4.00000000E-07
Fe,1,5,7.21750752,2.50000000E-07
Fe,1,7,7.25082590,4.00000000E-07
Fe,1,9,7.23092990,4.00000000E-07
Fe,1,7,7.28561601,2.50000000E-07
Fe,1,5,7.31950160,5.00000000E-07
Fe,1,3,7.32912000,5.00000000E-07
Fe,1,11,7.25211290,4.00000000E-07
Fe,1,9,7.31076240,4.00000000E-07
Fe,1,11,7.26438371,2.50000000E-07
Fe,1,9,7.26449133,2.50000000E-07
Fe,1,9,7.27315830,4.00000000E-07
Fe,1,7,7.27470577,2.50000000E-07
Fe,1,5,7.32812275,2.50000000E-07
Fe,1,3,7.35972660,4.00000000E-07
Fe,1,7,7.27568070,4.00000000E-07
Fe,1,3,7.31082150,5.00000000E-07
Fe,1,5,7.31256608,2.50000000E-07
Fe,1,13,7.27793940,2.50000000E-07
Fe,1,11,7.27797585,2.50000000E-07
Fe,1,13,7.27820485,2.50000000E-07
Fe,1,15,7.27862478,2.50000000E-07
Fe,1,9,7.27848158,2.50000000E-07
Fe,1,11,7.27878780,4.00000000E-07
Fe,1,15,7.27921300,6.00000000E-06
Fe,1,9,7.27926690,4.00000000E-07
Fe,1,7,7.27968857,2.50000000E-07
Fe,1,17,7.28016590,4.00000000E-07
Fe,1,15,7.28067000,4.00000000E-07
Fe,1,7,7.28023311,2.50000000E-07
Fe,1,5,7.28075992,2.50000000E-07
Fe,1,15,7.28931061,2.50000000E-07
Fe,1,13,7.30846330,4.00000000E-07
Fe,1,11,7.32570890,4.00000000E-07
Fe,1,11,7.29176100,6.00000000E-06
Fe,1,9,7.34038900,6.00000000E-06
Fe,1,7,7.29414290,4.00000000E-07
Fe,1,9,7.30346725,2.50000000E-07
Fe,1,5,7.30539240,4.00000000E-07
Fe,1,3,7.32462490,4.00000000E-07
Fe,1,13,7.33045090,1.70000000E-06
Fe,1,11,7.33772210,2.50000000E-06
Fe,1,11,7.33078270,2.50000000E-06
Fe,1,9,7.33163300,4.00000000E-06
Fe,1,13,7.33321530,2.50000000E-06
Fe,1,15,7.33727750,1.20000000E-06
Fe,1,3,7.33424340,9.00000000E-07
Fe,1,7,7.34199760,1.40000000E-06
Fe,1,9,7.34426400,6.00000000E-06
Fe,1,7,7.34623610,2.50000000E-06
Fe,1,9,7.34758864,2.50000000E-07
Fe,1,11,7.34790914,2.50000000E-07
Fe,1,13,7.34779000,4.00000000E-07
Fe,1,11,7.34792662,2.50000000E-07
Fe,1,7,7.34798266,2.50000000E-07
Fe,1,9,7.34801576,2.50000000E-07
Fe,1,5,7.34856303,2.50000000E-07
Fe,1,7,7.34870690,4.00000000E-07
Fe,1,15,7.34877780,5.00000000E-07
Fe,1,13,7.34893210,5.00000000E-07
Fe,1,13,7.34910910,4.00000000E-07
Fe,1,13,7.34927300,4.00000000E-07
Fe,1,15,7.34946810,4.00000000E-07
Fe,1,5,7.34931700,4.00000000E-07
Fe,1,15,7.35106900,2.50000000E-06
Fe,1,17,7.35107580,4.00000000E-07
Fe,1,9,7.35249900,1.10000000E-06
Fe,1,7,7.37987600,4.00000000E-07
Fe,1,5,7.41618400,4.00000000E-07
Fe,1,13,7.35593860,5.00000000E-07
Fe,1,15,7.35593900,5.00000000E-07
Fe,1,11,7.35596950,4.00000000E-07
Fe,1,13,7.35596960,5.00000000E-07
Fe,1,17,7.35614030,6.00000000E-07
