#element,sp_num,g,Level(eV),Uncertainty(eV)
Cu,1,4,10.62064000,1.90000000E-04
Cu,1,2,10.63065000,1.90000000E-04
Cu,1,4,10.63166000,1.90000000E-04
Cu,1,2,10.64022000,1.90000000E-04
Cu,1,2,10.64773000,1.90000000E-04
Cu,1,2,10.65349000,1.90000000E-04
Cu,1,2,10.65917000,1.90000000E-04
Cu,1,2,10.66338000,1.90000000E-04
Cu,1,4,10.68894000,1.90000000E-04
Cu,1,2,10.70194000,1.90000000E-04
Cu,1,,10.70179800,
Cu,1,4,10.75944000,1.90000000E-04
Cu,1,2,10.76784000,1.90000000E-04
Cu,1,4,10.80708000,1.90000000E-04
Cu,1,2,10.81311000,1.90000000E-04
Cu,1,,10.98277000,
Cu,2,1,0.00000000,2.10000000E-06
Cu,2,7,2.71881633,1.70000000E-07
Cu,2,5,2.83268156,6.00000000E-08
Cu,2,3,2.97541889,1.10000000E-07
Cu,2,5,3.25638920,1.50000000E-07
Cu,2,5,8.23486741,1.70000000E-07
Cu,2,3,8.42057990,1.40000000E-07
Cu,2,1,8.53634465,1.70000000E-07
Cu,2,7,8.48643755,1.60000000E-07
Cu,2,9,8.52154401,2.10000000E-07
Cu,2,5,8.66252610,1.40000000E-07
Cu,2,9,8.64228154,2.40000000E-07
Cu,2,7,8.86878090,4.00000000E-07
Cu,2,5,9.01660420,5.00000000E-07
Cu,2,7,8.78322249,1.70000000E-07
Cu,2,5,8.86410828,9.00000000E-08
Cu,2,7,8.91695547,1.00000000E-07
Cu,2,3,9.06349793,9.00000000E-08
Cu,2,5,9.09464957,1.00000000E-07
Cu,2,3,9.12471804,2.20000000E-07
Cu,2,5,10.58685850,4.00000000E-07
Cu,2,5,10.95549190,4.00000000E-07
Cu,2,3,10.98563180,5.00000000E-07
Cu,2,1,11.02541910,4.00000000E-07
Cu,2,9,11.84862670,4.00000000E-07
Cu,2,9,13.38320090,1.20000000E-06
Cu,2,7,13.54849910,7.00000000E-07
Cu,2,5,13.68335800,1.00000000E-06
Cu,2,3,13.77766800,1.70000000E-05
Cu,2,7,13.39213301,1.50000000E-07
Cu,2,5,13.43190349,1.50000000E-07
Cu,2,3,13.64873568,1.40000000E-07
Cu,2,5,13.68365916,1.40000000E-07
Cu,2,11,13.71652020,1.10000000E-06
Cu,2,9,13.78936200,1.00000000E-06
Cu,2,7,13.87090730,1.00000000E-06
Cu,2,5,13.93888400,3.00000000E-06
Cu,2,11,13.93602600,3.00000000E-06
Cu,2,9,14.04775970,7.00000000E-07
Cu,2,7,14.13425470,9.00000000E-07
Cu,2,5,14.19391860,7.00000000E-07
Cu,2,3,14.22792480,1.40000000E-06
Cu,2,3,14.19758413,1.50000000E-07
Cu,2,1,14.45365331,2.20000000E-07
Cu,2,9,14.30275910,6.00000000E-07
Cu,2,11,14.32589230,1.40000000E-06
Cu,2,7,14.46200790,4.00000000E-07
Cu,2,11,14.32872921,1.50000000E-07
Cu,2,9,14.34033006,1.70000000E-07
Cu,2,5,14.33738437,1.40000000E-07
Cu,2,3,14.34065139,1.40000000E-07
Cu,2,7,14.39211349,1.20000000E-07
Cu,2,5,14.43024652,1.20000000E-07
Cu,2,7,14.42257530,1.40000000E-07
Cu,2,9,14.42818752,1.40000000E-07
Cu,2,7,14.42871140,4.00000000E-07
Cu,2,5,14.52231130,4.00000000E-07
Cu,2,3,14.63897570,4.00000000E-07
Cu,2,3,14.53484133,2.40000000E-07
Cu,2,1,15.17764430,4.00000000E-07
Cu,2,9,14.58880230,6.00000000E-07
Cu,2,7,14.64785900,4.00000000E-07
Cu,2,5,14.75903379,2.40000000E-07
Cu,2,7,14.59881086,1.90000000E-07
Cu,2,9,14.61564148,1.60000000E-07
Cu,2,3,14.62123579,2.20000000E-07
Cu,2,5,14.65037786,1.90000000E-07
Cu,2,7,14.69012064,1.90000000E-07
Cu,2,5,14.69608333,2.00000000E-07
Cu,2,9,14.75304470,9.00000000E-07
Cu,2,5,14.88955782,1.50000000E-07
Cu,2,3,14.99211615,1.50000000E-07
Cu,2,7,14.96299738,1.60000000E-07
Cu,2,9,14.97602760,1.60000000E-07
Cu,2,5,14.98671572,1.90000000E-07
Cu,2,7,15.01190137,1.50000000E-07
Cu,2,7,15.06716123,1.70000000E-07
Cu,2,5,15.12382247,1.90000000E-07
Cu,2,1,15.15384714,2.50000000E-07
Cu,2,3,15.23365834,1.90000000E-07
Cu,2,5,15.21855811,1.60000000E-07
Cu,2,7,15.25214151,1.70000000E-07
Cu,2,3,15.28784960,4.00000000E-07
Cu,2,5,15.31909404,2.00000000E-07
Cu,2,7,15.52654870,2.10000000E-06
Cu,2,5,15.52878790,1.00000000E-06
Cu,2,3,15.56861300,5.00000000E-06
Cu,2,5,15.91532290,7.00000000E-07
Cu,2,7,15.93932350,1.00000000E-06
Cu,2,9,15.96644170,2.10000000E-06
Cu,2,3,15.94054300,1.00000000E-06
Cu,2,5,15.97586440,1.00000000E-06
Cu,2,7,16.00843970,1.40000000E-06
Cu,2,1,15.98280700,7.00000000E-06
Cu,2,1,16.00707640,1.10000000E-06
Cu,2,3,16.08815860,7.00000000E-07
Cu,2,5,16.16585380,2.00000000E-06
Cu,2,3,16.23455140,1.00000000E-06
Cu,2,5,16.23494480,1.10000000E-06
Cu,2,1,16.23617190,2.00000000E-06
Cu,2,7,16.24742370,1.00000000E-06
Cu,2,9,16.28066590,1.60000000E-06
Cu,2,7,16.56357381,1.60000000E-07
Cu,2,5,16.58016369,1.60000000E-07
Cu,2,5,16.59230030,5.00000000E-07
Cu,2,3,16.75462550,4.00000000E-07
Cu,2,1,16.79788440,5.00000000E-07
Cu,2,7,16.61193910,5.00000000E-07
Cu,2,3,16.65849790,4.00000000E-07
Cu,2,5,16.69763660,4.00000000E-07
Cu,2,11,16.62762870,5.00000000E-07
Cu,2,9,16.84135293,2.40000000E-07
Cu,2,7,16.99552950,6.00000000E-07
Cu,2,9,16.70598590,4.00000000E-07
Cu,2,7,16.91662930,4.00000000E-07
Cu,2,5,17.32189320,5.00000000E-07
Cu,2,3,16.82025682,1.90000000E-07
Cu,2,5,16.83211397,2.00000000E-07
Cu,2,7,16.82880090,4.00000000E-07
Cu,2,5,16.96105530,4.00000000E-07
Cu,2,3,17.09908860,5.00000000E-07
Cu,2,3,16.84495017,2.00000000E-07
Cu,2,1,16.84971750,3.00000000E-07
Cu,2,5,16.85078224,1.40000000E-07
Cu,2,3,16.85666744,2.00000000E-07
Cu,2,13,16.85329783,1.50000000E-07
Cu,2,11,16.85365501,2.40000000E-07
Cu,2,5,16.85593430,6.00000000E-07
Cu,2,7,16.86060093,1.50000000E-07
Cu,2,9,16.87831334,1.20000000E-07
Cu,2,5,16.86358269,1.40000000E-07
Cu,2,7,16.86623170,1.20000000E-07
Cu,2,11,16.88176511,1.40000000E-07
Cu,2,9,16.89532667,1.70000000E-07
Cu,2,3,16.90362090,2.50000000E-07
Cu,2,1,17.06197880,5.00000000E-07
Cu,2,9,16.94788960,4.00000000E-07
Cu,2,11,16.99602360,6.00000000E-07
Cu,2,11,16.95184535,1.60000000E-07
Cu,2,9,16.95674247,2.20000000E-07
Cu,2,5,16.95534876,2.20000000E-07
Cu,2,3,16.95771200,3.00000000E-07
Cu,2,7,16.97583600,1.70000000E-07
Cu,2,5,16.99496619,2.40000000E-07
Cu,2,7,16.99014710,4.00000000E-07
Cu,2,9,16.99134811,2.10000000E-07
Cu,2,5,17.01221640,5.00000000E-07
Cu,2,9,17.10224440,9.00000000E-07
Cu,2,7,17.27486080,4.00000000E-07
Cu,2,3,17.01595270,1.00000000E-06
Cu,2,5,17.06627610,5.00000000E-07
Cu,2,5,17.11017720,3.00000000E-07
Cu,2,3,17.11333860,4.00000000E-07
Cu,2,11,17.11779120,3.00000000E-07
Cu,2,9,17.11894250,3.00000000E-07
Cu,2,7,17.12600360,1.90000000E-07
Cu,2,5,17.13174967,2.20000000E-07
Cu,2,9,17.13707861,1.90000000E-07
Cu,2,7,17.14225144,2.10000000E-07
Cu,2,7,17.15965560,4.00000000E-07
Cu,2,9,17.28287480,5.00000000E-07
Cu,2,3,17.17385600,4.00000000E-06
Cu,2,3,17.18334770,4.00000000E-07
Cu,2,1,17.43085710,7.00000000E-07
Cu,2,5,17.20228890,6.00000000E-07
Cu,2,3,17.26369990,6.00000000E-07
Cu,2,7,17.21137034,2.40000000E-07
Cu,2,9,17.21928405,2.40000000E-07
Cu,2,3,17.22119860,4.00000000E-07
Cu,2,5,17.23147840,4.00000000E-07
Cu,2,5,17.23736250,6.00000000E-07
Cu,2,7,17.32568790,4.00000000E-07
Cu,2,7,17.24861095,2.50000000E-07
Cu,2,5,17.25141540,4.00000000E-07
Cu,2,3,17.47947950,6.00000000E-07
Cu,2,7,17.50689460,7.00000000E-07
Cu,2,5,17.51209310,7.00000000E-07
Cu,2,5,17.54897150,6.00000000E-07
Cu,2,3,17.57279810,6.00000000E-07
Cu,2,7,17.78222520,2.50000000E-06
Cu,2,7,17.95476076,1.70000000E-07
Cu,2,5,17.96320087,2.00000000E-07
Cu,2,1,18.08797210,5.00000000E-07
Cu,2,3,18.08940660,4.00000000E-07
Cu,2,5,18.09267080,4.00000000E-07
Cu,2,3,18.09616910,5.00000000E-07
Cu,2,11,18.09494785,2.40000000E-07
Cu,2,13,18.09568344,1.70000000E-07
Cu,2,7,18.09898290,4.00000000E-07
Cu,2,5,18.09985790,4.00000000E-07
Cu,2,7,18.10433120,4.00000000E-07
Cu,2,9,18.10465150,4.00000000E-07
Cu,2,9,18.10533190,4.00000000E-07
Cu,2,11,18.10569310,3.00000000E-07
Cu,2,3,18.10803080,5.00000000E-07
Cu,2,5,18.10804630,4.00000000E-07
Cu,2,13,18.11022940,2.40000000E-07
Cu,2,15,18.11023616,1.50000000E-07
Cu,2,7,18.11071578,2.50000000E-07
Cu,2,5,18.11072068,2.20000000E-07
Cu,2,7,18.11333896,1.70000000E-07
Cu,2,9,18.11334172,1.50000000E-07
Cu,2,11,18.11449091,2.20000000E-07
Cu,2,13,18.11449521,1.40000000E-07
Cu,2,9,18.11497188,2.00000000E-07
Cu,2,11,18.11497525,1.20000000E-07
Cu,2,3,18.12842820,5.00000000E-07
Cu,2,1,18.23780720,6.00000000E-07
Cu,2,11,18.15162330,5.00000000E-07
Cu,2,9,18.15416320,4.00000000E-07
Cu,2,5,18.15322070,5.00000000E-07
Cu,2,3,18.15475180,4.00000000E-07
Cu,2,7,18.16320150,4.00000000E-07
Cu,2,5,18.17299640,4.00000000E-07
Cu,2,7,18.17067540,4.00000000E-07
Cu,2,9,18.17108730,4.00000000E-07
Cu,2,3,18.21156360,3.00000000E-07
Cu,2,5,18.21778161,2.20000000E-07
Cu,2,5,18.26630170,9.00000000E-07
Cu,2,3,18.29543960,7.00000000E-07
Cu,2,7,18.29088400,7.00000000E-06
Cu,2,9,18.29965300,7.00000000E-07
Cu,2,5,18.30598160,1.10000000E-06
Cu,2,7,18.32027590,6.00000000E-07
Cu,2,5,18.34809410,5.00000000E-07
Cu,2,3,18.35166460,5.00000000E-07
Cu,2,11,18.35322420,3.00000000E-07
Cu,2,9,18.35382400,4.00000000E-07
Cu,2,7,18.35728230,4.00000000E-07
Cu,2,5,18.35784570,4.00000000E-07
Cu,2,7,18.36243000,4.00000000E-07
Cu,2,9,18.36272510,4.00000000E-07
Cu,2,7,18.36624760,4.00000000E-07
Cu,2,5,18.36625440,6.00000000E-07
Cu,2,11,18.36773710,3.00000000E-07
Cu,2,13,18.36774080,3.00000000E-07
Cu,2,7,18.37043580,4.00000000E-07
Cu,2,9,18.37044013,2.10000000E-07
Cu,2,9,18.37187365,2.40000000E-07
Cu,2,11,18.37187722,2.00000000E-07
Cu,2,3,18.39448690,5.00000000E-07
Cu,2,1,18.49876560,9.00000000E-07
Cu,2,7,18.40939240,4.00000000E-07
Cu,2,9,18.41357920,5.00000000E-07
Cu,2,3,18.41432840,4.00000000E-07
Cu,2,5,18.41908730,4.00000000E-07
Cu,2,7,18.42790730,4.00000000E-07
Cu,2,5,18.42931990,4.00000000E-07
Cu,2,1,18.51965400,1.00000000E-05
Cu,2,3,18.53366770,1.00000000E-06
Cu,2,5,18.53885800,6.00000000E-06
Cu,2,7,18.55107000,6.00000000E-06
Cu,2,5,18.56374400,6.00000000E-06
Cu,2,3,18.56860300,6.00000000E-06
Cu,2,5,18.62861180,1.00000000E-06
Cu,2,7,18.68973710,4.00000000E-07
Cu,2,5,18.69464170,4.00000000E-07
Cu,2,3,18.74162240,9.00000000E-07
Cu,2,1,18.76218930,1.00000000E-06
Cu,2,11,18.76777700,5.00000000E-07
Cu,2,13,18.76844130,6.00000000E-07
Cu,2,3,18.76796420,7.00000000E-07
Cu,2,5,18.76814750,5.00000000E-07
Cu,2,7,18.77153260,5.00000000E-07
Cu,2,5,18.77169640,5.00000000E-07
Cu,2,9,18.77356610,5.00000000E-07
Cu,2,7,18.77640250,7.00000000E-07
Cu,2,9,18.77390940,5.00000000E-07
Cu,2,11,18.77406620,5.00000000E-07
Cu,2,3,18.77421310,5.00000000E-07
Cu,2,5,18.85239000,4.00000000E-06
Cu,2,3,18.77617830,1.00000000E-06
Cu,2,5,18.77618910,7.00000000E-07
Cu,2,13,18.77745820,9.00000000E-07
Cu,2,15,18.77746740,4.00000000E-07
Cu,2,7,18.77774040,9.00000000E-07
Cu,2,5,18.77774170,7.00000000E-07
Cu,2,5,18.77840000,7.00000000E-04
Cu,2,7,18.77840000,7.00000000E-04
Cu,2,15,18.77890000,7.00000000E-04
Cu,2,17,18.77890000,7.00000000E-04
Cu,2,9,18.77910000,7.00000000E-04
Cu,2,7,18.77910000,7.00000000E-04
Cu,2,7,18.77924050,7.00000000E-07
Cu,2,9,18.77924130,6.00000000E-07
Cu,2,11,18.77980000,7.00000000E-04
Cu,2,9,18.77980000,7.00000000E-04
Cu,2,15,18.77990000,7.00000000E-04
Cu,2,13,18.77990000,7.00000000E-04
Cu,2,11,18.77990050,4.00000000E-07
Cu,2,13,18.77990270,6.00000000E-07
Cu,2,11,18.78000000,7.00000000E-04
Cu,2,13,18.78010000,7.00000000E-04
Cu,2,9,18.78016720,6.00000000E-07
Cu,2,11,18.78016900,6.00000000E-07
Cu,2,3,18.79007690,9.00000000E-07
Cu,2,1,18.86779770,9.00000000E-07
Cu,2,11,18.80298690,6.00000000E-07
Cu,2,9,18.80447610,6.00000000E-07
Cu,2,5,18.80381360,6.00000000E-07
Cu,2,3,18.80488990,7.00000000E-07
Cu,2,7,18.80943780,5.00000000E-07
Cu,2,5,18.81554450,5.00000000E-07
Cu,2,7,18.81380340,4.00000000E-07
Cu,2,9,18.81397180,6.00000000E-07
Cu,2,5,18.91753300,6.00000000E-06
Cu,2,1,18.94272900,6.00000000E-06
Cu,2,5,18.96265300,6.00000000E-06
Cu,2,3,18.94652530,9.00000000E-07
Cu,2,5,18.94980380,6.00000000E-07
Cu,2,3,18.99007000,5.00000000E-06
Cu,2,7,19.02044220,7.00000000E-07
Cu,2,5,19.03004550,6.00000000E-07
Cu,2,5,19.02247800,7.00000000E-07
Cu,2,3,19.02633580,1.10000000E-06
Cu,2,11,19.02532970,6.00000000E-07
Cu,2,9,19.02601720,6.00000000E-07
Cu,2,9,19.03106040,7.00000000E-07
Cu,2,7,19.03142990,7.00000000E-07
Cu,2,7,19.03379440,9.00000000E-07
Cu,2,5,19.03380430,1.00000000E-06
Cu,2,11,19.03466580,6.00000000E-07
Cu,2,13,19.03466790,9.00000000E-07
Cu,2,7,19.03621080,9.00000000E-07
Cu,2,9,19.03621320,7.00000000E-07
Cu,2,7,19.03700000,7.00000000E-04
Cu,2,9,19.03700000,7.00000000E-04
Cu,2,9,19.03703650,6.00000000E-07
Cu,2,11,19.03703830,9.00000000E-07
Cu,2,13,19.03730000,7.00000000E-04
Cu,2,15,19.03730000,7.00000000E-04
Cu,2,11,19.03800000,7.00000000E-04
Cu,2,9,19.03800000,7.00000000E-04
Cu,2,13,19.03830000,7.00000000E-04
Cu,2,11,19.03830000,7.00000000E-04
Cu,2,3,19.05123430,7.00000000E-07
Cu,2,1,19.07543550,1.40000000E-06
Cu,2,7,19.06020680,6.00000000E-07
Cu,2,9,19.06267600,6.00000000E-07
Cu,2,3,19.06303400,9.00000000E-07
Cu,2,5,19.06553170,7.00000000E-07
Cu,2,7,19.07070930,7.00000000E-07
Cu,2,5,19.07148960,7.00000000E-07
Cu,2,7,19.07499100,5.00000000E-06
Cu,2,3,19.12148900,5.00000000E-06
Cu,2,7,19.12528360,6.00000000E-07
Cu,2,5,19.12843720,1.00000000E-06
Cu,2,11,19.17308900,7.00000000E-07
Cu,2,13,19.17379130,6.00000000E-07
Cu,2,3,19.17462400,9.00000000E-06
Cu,2,7,19.17689920,7.00000000E-07
Cu,2,5,19.18014320,2.50000000E-06
Cu,2,9,19.17697890,7.00000000E-07
Cu,2,7,19.17773660,1.00000000E-06
Cu,2,9,19.17720020,7.00000000E-07
Cu,2,11,19.17728650,6.00000000E-07
Cu,2,3,19.17887020,1.40000000E-06
Cu,2,5,19.17888160,1.10000000E-06
Cu,2,13,19.17968460,1.00000000E-06
Cu,2,15,19.17968830,1.00000000E-06
Cu,2,7,19.17985920,1.00000000E-06
Cu,2,5,19.17986070,9.00000000E-07
Cu,2,5,19.18065000,2.50000000E-04
Cu,2,7,19.18067000,2.50000000E-04
Cu,2,7,19.18080150,1.00000000E-06
Cu,2,9,19.18080490,1.00000000E-06
Cu,2,17,19.18093000,2.50000000E-04
Cu,2,15,19.18093000,2.50000000E-04
Cu,2,7,19.18110000,2.50000000E-04
Cu,2,9,19.18111000,2.50000000E-04
Cu,2,11,19.18121240,9.00000000E-07
Cu,2,9,19.18137650,9.00000000E-07
Cu,2,11,19.18137760,9.00000000E-07
Cu,2,9,19.18148000,2.50000000E-04
Cu,2,11,19.18148000,2.50000000E-04
Cu,2,13,19.18156000,2.50000000E-04
Cu,2,15,19.18157000,2.50000000E-04
Cu,2,11,19.18168000,2.50000000E-04
Cu,2,13,19.18169000,2.50000000E-04
Cu,2,3,19.18272200,4.00000000E-06
Cu,2,3,19.18854300,3.00000000E-06
Cu,2,1,19.24790700,3.00000000E-06
Cu,2,11,19.19631450,1.00000000E-06
Cu,2,9,19.19727120,7.00000000E-07
Cu,2,5,19.19680290,1.40000000E-06
Cu,2,3,19.19758600,1.60000000E-06
Cu,2,7,19.20028480,7.00000000E-07
Cu,2,5,19.20427400,2.50000000E-06
Cu,2,7,19.20305750,1.10000000E-06
Cu,2,9,19.20312210,9.00000000E-07
Cu,2,3,19.38206700,2.20000000E-06
Cu,2,5,19.38392240,1.10000000E-06
Cu,2,7,19.40458100,3.00000000E-06
Cu,2,5,19.40680470,1.90000000E-06
Cu,2,11,19.42979860,9.00000000E-07
Cu,2,9,19.43096570,9.00000000E-07
Cu,2,9,19.43510000,9.00000000E-04
Cu,2,11,19.43594190,1.00000000E-06
Cu,2,13,19.43663900,2.00000000E-06
Cu,2,7,19.43614040,1.70000000E-06
Cu,2,5,19.43614610,1.40000000E-06
Cu,2,13,19.43670630,1.40000000E-06
Cu,2,11,19.43670890,1.40000000E-06
Cu,2,7,19.43767290,1.70000000E-06
Cu,2,9,19.43767600,1.70000000E-06
Cu,2,9,19.43820000,9.00000000E-04
Cu,2,9,19.43822370,1.70000000E-06
Cu,2,11,19.43822470,1.70000000E-06
Cu,2,11,19.43850000,9.00000000E-04
Cu,2,9,19.43850000,9.00000000E-04
Cu,2,5,19.44039000,2.50000000E-04
Cu,2,7,19.44143000,2.50000000E-04
Cu,2,11,19.44169000,2.50000000E-04
Cu,2,13,19.44173760,1.20000000E-06
Cu,2,11,19.45169000,2.50000000E-04
Cu,2,9,19.45470030,1.40000000E-06
Cu,2,5,19.46032500,7.00000000E-06
Cu,2,5,19.61940000,2.50000000E-04
Cu,2,7,19.62010000,2.50000000E-04
Cu,2,3,19.62480000,5.00000000E-04
Cu,2,5,19.62740000,6.00000000E-04
Cu,2,3,19.62790000,5.00000000E-04
Cu,2,11,19.62755000,2.50000000E-04
Cu,2,9,19.62780000,2.50000000E-04
Cu,2,7,19.62960000,5.00000000E-04
Cu,2,5,19.63080000,6.00000000E-04
Cu,2,7,19.63090000,5.00000000E-04
Cu,2,9,19.63094000,2.50000000E-04
Cu,2,3,19.66133100,1.70000000E-05
Cu,2,9,19.69500000,1.00000000E-03
Cu,2,9,19.69660000,1.00000000E-03
Cu,2,7,19.69728000,2.50000000E-04
Cu,2,13,19.69758000,2.50000000E-04
Cu,2,9,19.69809000,2.50000000E-04
Cu,2,7,19.69823000,2.50000000E-04
Cu,2,9,19.69824000,2.50000000E-04
Cu,2,13,19.69835000,2.50000000E-04
Cu,2,15,19.69836000,2.50000000E-04
Cu,2,11,19.69836000,2.50000000E-04
Cu,2,9,19.69866000,2.50000000E-04
Cu,2,11,19.69867000,2.50000000E-04
Cu,2,11,19.69878000,2.50000000E-04
Cu,2,13,19.69880000,2.50000000E-04
Cu,2,3,19.70560000,5.00000000E-04
Cu,2,7,19.70866000,2.50000000E-04
Cu,2,9,19.70936000,2.50000000E-04
Cu,2,3,19.70987000,2.50000000E-04
Cu,2,5,19.71060000,6.00000000E-04
Cu,2,7,19.71341000,2.50000000E-04
Cu,2,5,19.71350000,6.00000000E-04
Cu,2,5,19.74737000,2.50000000E-04
Cu,2,7,19.74788000,2.50000000E-04
Cu,2,7,19.87622000,2.50000000E-04
Cu,2,13,19.87642000,2.50000000E-04
Cu,2,9,19.87677000,2.50000000E-04
Cu,2,11,19.87696000,2.50000000E-04
Cu,2,3,19.88240000,5.00000000E-04
Cu,2,7,19.88439000,2.50000000E-04
Cu,2,9,19.88486000,2.50000000E-04
Cu,2,3,19.88521000,2.50000000E-04
Cu,2,5,19.88570000,6.00000000E-04
Cu,2,7,19.88762000,2.50000000E-04
Cu,2,5,19.88770000,6.00000000E-04
Cu,2,7,20.00414000,2.50000000E-04
Cu,2,13,20.00428000,2.50000000E-04
Cu,2,9,20.00455000,2.50000000E-04
Cu,2,11,20.00468000,2.50000000E-04
Cu,2,,20.29239000,6.00000000E-05
Fe,1,9,0.00000000,
Fe,1,7,0.05156912,1.20000000E-07
Fe,1,5,0.08728574,1.20000000E-07
Fe,1,3,0.11011433,1.20000000E-07
Fe,1,1,0.12126572,1.20000000E-07
Fe,1,11,0.85899575,1.20000000E-07
Fe,1,9,0.91460217,1.20000000E-07
Fe,1,7,0.95815732,1.20000000E-07
Fe,1,5,0.99011115,1.20000000E-07
Fe,1,3,1.01105568,1.20000000E-07
Fe,1,9,1.48486439,1.20000000E-07
Fe,1,7,1.55735733,1.20000000E-07
Fe,1,5,1.60789577,1.20000000E-07
Fe,1,7,2.17594512,1.20000000E-07
Fe,1,5,2.19786640,1.20000000E-07
Fe,1,3,2.22271209,1.20000000E-07
Fe,1,5,2.27860466,1.20000000E-07
Fe,1,3,2.42419831,1.20000000E-07
Fe,1,1,2.48437256,2.50000000E-07
Fe,1,11,2.39920471,1.20000000E-07
Fe,1,9,2.42543332,1.20000000E-07
Fe,1,7,2.44955978,1.20000000E-07
Fe,1,5,2.46883473,1.20000000E-07
Fe,1,3,2.48211840,1.20000000E-07
Fe,1,13,2.40407444,1.20000000E-07
Fe,1,11,2.43269470,1.20000000E-07
Fe,1,9,2.45343044,1.20000000E-07
Fe,1,9,2.55917148,1.20000000E-07
Fe,1,7,2.58810592,1.20000000E-07
Fe,1,5,2.60850194,1.20000000E-07
Fe,1,11,2.69240763,1.20000000E-07
Fe,1,9,2.72754450,1.20000000E-07
Fe,1,7,2.75857762,1.20000000E-07
Fe,1,13,2.80829367,1.20000000E-07
Fe,1,11,2.83252676,1.20000000E-07
Fe,1,9,2.85122419,1.20000000E-07
Fe,1,7,2.86539125,1.20000000E-07
Fe,1,5,2.87550352,1.20000000E-07
Fe,1,3,2.88199261,1.20000000E-07
Fe,1,1,2.88515991,2.50000000E-07
Fe,1,5,2.83159117,1.20000000E-07
Fe,1,3,2.84504259,1.20000000E-07
Fe,1,1,2.85805275,1.20000000E-07
Fe,1,9,2.93984587,1.20000000E-07
Fe,1,7,2.99804479,1.20000000E-07
Fe,1,5,3.03847046,1.20000000E-07
Fe,1,11,2.94879294,1.20000000E-07
Fe,1,9,2.99035244,1.20000000E-07
Fe,1,7,3.01762252,1.20000000E-07
Fe,1,5,3.01725044,1.20000000E-07
Fe,1,3,3.07133880,1.20000000E-07
Fe,1,1,3.11096179,2.50000000E-07
Fe,1,9,3.04686890,1.20000000E-07
Fe,1,9,3.21118938,1.20000000E-07
Fe,1,7,3.24096914,1.20000000E-07
Fe,1,5,3.26570610,1.20000000E-07
Fe,1,3,3.28302483,1.20000000E-07
Fe,1,1,3.29183986,1.20000000E-07
Fe,1,13,3.23672008,1.20000000E-07
Fe,1,11,3.26711257,1.20000000E-07
Fe,1,9,3.30140276,1.20000000E-07
Fe,1,7,3.25148176,1.20000000E-07
Fe,1,3,3.27398440,1.20000000E-07
Fe,1,5,3.30092244,1.20000000E-07
Fe,1,11,3.33201954,1.20000000E-07
Fe,1,9,3.36825640,1.20000000E-07
Fe,1,7,3.39650880,1.20000000E-07
Fe,1,5,3.41695281,1.20000000E-07
Fe,1,3,3.43018998,1.20000000E-07
Fe,1,3,3.41489715,1.20000000E-07
Fe,1,5,3.54652001,1.20000000E-07
Fe,1,11,3.57321890,1.20000000E-07
Fe,1,7,3.60252504,1.20000000E-07
Fe,1,5,3.65369332,1.20000000E-07
Fe,1,3,3.68638944,1.20000000E-07
Fe,1,13,3.63434980,1.20000000E-07
Fe,1,3,3.63521992,1.20000000E-07
Fe,1,5,3.63977237,1.20000000E-07
Fe,1,7,3.64164057,1.20000000E-07
Fe,1,9,3.69459719,1.20000000E-07
Fe,1,9,3.88160368,1.20000000E-07
Fe,1,7,3.94332623,1.20000000E-07
Fe,1,5,3.98410712,1.20000000E-07
Fe,1,7,3.88350907,1.20000000E-07
Fe,1,5,3.92860683,1.20000000E-07
Fe,1,3,3.95972364,1.20000000E-07
Fe,1,9,4.07581091,1.20000000E-07
Fe,1,7,4.14264893,1.20000000E-07
Fe,1,5,4.18636440,1.20000000E-07
Fe,1,9,4.10337372,1.20000000E-07
Fe,1,7,4.15435379,1.20000000E-07
Fe,1,5,4.19086081,1.20000000E-07
Fe,1,3,4.21758325,1.20000000E-07
Fe,1,1,4.23053960,1.20000000E-07
Fe,1,11,4.17769679,1.20000000E-07
Fe,1,9,4.22036211,1.20000000E-07
Fe,1,7,4.25622280,1.20000000E-07
Fe,1,5,4.28330826,1.20000000E-07
Fe,1,3,4.30127816,1.20000000E-07
Fe,1,5,4.20888328,1.20000000E-07
Fe,1,3,4.26045326,1.20000000E-07
Fe,1,1,4.28434800,1.20000000E-07
Fe,1,5,4.29441489,1.20000000E-07
Fe,1,11,4.31247059,1.20000000E-07
Fe,1,13,4.32010008,2.50000000E-07
Fe,1,9,4.37135106,1.20000000E-07
Fe,1,7,4.41527878,1.20000000E-07
Fe,1,5,4.44562726,1.20000000E-07
Fe,1,11,4.38646275,1.20000000E-07
Fe,1,9,4.43461275,1.20000000E-07
Fe,1,7,4.47327202,1.20000000E-07
Fe,1,9,4.54850612,1.20000000E-07
Fe,1,7,4.60759327,1.20000000E-07
Fe,1,5,4.65203107,1.20000000E-07
Fe,1,7,4.55852281,1.20000000E-07
Fe,1,5,4.60695104,1.20000000E-07
Fe,1,3,4.63819369,1.20000000E-07
Fe,1,5,4.58004944,1.20000000E-07
Fe,1,7,4.58438864,1.20000000E-07
Fe,1,9,4.59311043,1.20000000E-07
Fe,1,7,4.73314079,1.20000000E-07
Fe,1,5,4.79546566,1.20000000E-07
Fe,1,3,4.83485507,1.20000000E-07
Fe,1,9,4.91297355,1.20000000E-07
